"","fields","FieldID","visit","num","description"
"458","X845.2.0","X845","2","0","Age completed full time education"
"459","X864.0.0","X864","0","0","Number of days/week walked 10+ minutes"
"460","X864.1.0","X864","1","0","Number of days/week walked 10+ minutes"
"461","X864.2.0","X864","2","0","Number of days/week walked 10+ minutes"
"462","X874.0.0","X874","0","0","Duration of walks"
"463","X874.1.0","X874","1","0","Duration of walks"
"464","X874.2.0","X874","2","0","Duration of walks"
"465","X884.0.0","X884","0","0","Number of days/week of moderate physical activity 10+ minutes"
"466","X884.1.0","X884","1","0","Number of days/week of moderate physical activity 10+ minutes"
"467","X884.2.0","X884","2","0","Number of days/week of moderate physical activity 10+ minutes"
"468","X894.0.0","X894","0","0","Duration of moderate activity"
"469","X894.1.0","X894","1","0","Duration of moderate activity"
"470","X894.2.0","X894","2","0","Duration of moderate activity"
"471","X904.0.0","X904","0","0","Number of days/week of vigorous physical activity 10+ minutes"
"472","X904.1.0","X904","1","0","Number of days/week of vigorous physical activity 10+ minutes"
"473","X904.2.0","X904","2","0","Number of days/week of vigorous physical activity 10+ minutes"
"474","X914.0.0","X914","0","0","Duration of vigorous activity"
"475","X914.1.0","X914","1","0","Duration of vigorous activity"
"476","X914.2.0","X914","2","0","Duration of vigorous activity"
"477","X924.0.0","X924","0","0","Usual walking pace"
"478","X924.1.0","X924","1","0","Usual walking pace"
"479","X924.2.0","X924","2","0","Usual walking pace"
"480","X943.0.0","X943","0","0","Frequency of stair climbing in last 4 weeks"
"481","X943.1.0","X943","1","0","Frequency of stair climbing in last 4 weeks"
"482","X943.2.0","X943","2","0","Frequency of stair climbing in last 4 weeks"
"483","X971.0.0","X971","0","0","Frequency of walking for pleasure in last 4 weeks"
"484","X971.1.0","X971","1","0","Frequency of walking for pleasure in last 4 weeks"
"485","X971.2.0","X971","2","0","Frequency of walking for pleasure in last 4 weeks"
"486","X981.0.0","X981","0","0","Duration walking for pleasure"
"487","X981.1.0","X981","1","0","Duration walking for pleasure"
"488","X981.2.0","X981","2","0","Duration walking for pleasure"
"489","X991.0.0","X991","0","0","Frequency of strenuous sports in last 4 weeks"
"490","X991.1.0","X991","1","0","Frequency of strenuous sports in last 4 weeks"
"491","X991.2.0","X991","2","0","Frequency of strenuous sports in last 4 weeks"
"492","X1001.0.0","X1001","0","0","Duration of strenuous sports"
"493","X1001.1.0","X1001","1","0","Duration of strenuous sports"
"494","X1001.2.0","X1001","2","0","Duration of strenuous sports"
"495","X1011.0.0","X1011","0","0","Frequency of light DIY in last 4 weeks"
"496","X1011.1.0","X1011","1","0","Frequency of light DIY in last 4 weeks"
"497","X1011.2.0","X1011","2","0","Frequency of light DIY in last 4 weeks"
"498","X1021.0.0","X1021","0","0","Duration of light DIY"
"499","X1021.1.0","X1021","1","0","Duration of light DIY"
"500","X1021.2.0","X1021","2","0","Duration of light DIY"
"501","X1031.0.0","X1031","0","0","Frequency of friend/family visits"
"502","X1031.1.0","X1031","1","0","Frequency of friend/family visits"
"503","X1031.2.0","X1031","2","0","Frequency of friend/family visits"
"504","X1050.0.0","X1050","0","0","Time spend outdoors in summer"
"505","X1050.1.0","X1050","1","0","Time spend outdoors in summer"
"506","X1050.2.0","X1050","2","0","Time spend outdoors in summer"
"507","X1060.0.0","X1060","0","0","Time spent outdoors in winter"
"508","X1060.1.0","X1060","1","0","Time spent outdoors in winter"
"509","X1060.2.0","X1060","2","0","Time spent outdoors in winter"
"510","X1070.0.0","X1070","0","0","Time spent watching television (TV)"
"511","X1070.1.0","X1070","1","0","Time spent watching television (TV)"
"512","X1070.2.0","X1070","2","0","Time spent watching television (TV)"
"513","X1080.0.0","X1080","0","0","Time spent using computer"
"514","X1080.1.0","X1080","1","0","Time spent using computer"
"515","X1080.2.0","X1080","2","0","Time spent using computer"
"516","X1090.0.0","X1090","0","0","Time spent driving"
"517","X1090.1.0","X1090","1","0","Time spent driving"
"518","X1090.2.0","X1090","2","0","Time spent driving"
"519","X1100.0.0","X1100","0","0","Drive faster than motorway speed limit"
"520","X1100.1.0","X1100","1","0","Drive faster than motorway speed limit"
"521","X1100.2.0","X1100","2","0","Drive faster than motorway speed limit"
"522","X1110.0.0","X1110","0","0","Length of mobile phone use"
"523","X1110.1.0","X1110","1","0","Length of mobile phone use"
"524","X1110.2.0","X1110","2","0","Length of mobile phone use"
"525","X1120.0.0","X1120","0","0","Weekly usage of mobile phone in last 3 months"
"526","X1120.1.0","X1120","1","0","Weekly usage of mobile phone in last 3 months"
"527","X1120.2.0","X1120","2","0","Weekly usage of mobile phone in last 3 months"
"528","X1130.0.0","X1130","0","0","Hands-free device/speakerphone use with mobile phone in last 3 month"
"529","X1130.1.0","X1130","1","0","Hands-free device/speakerphone use with mobile phone in last 3 month"
"530","X1130.2.0","X1130","2","0","Hands-free device/speakerphone use with mobile phone in last 3 month"
"531","X1140.0.0","X1140","0","0","Difference in mobile phone use compared to two years previously"
"532","X1140.1.0","X1140","1","0","Difference in mobile phone use compared to two years previously"
"533","X1140.2.0","X1140","2","0","Difference in mobile phone use compared to two years previously"
"534","X1150.0.0","X1150","0","0","Usual side of head for mobile phone use"
"535","X1150.1.0","X1150","1","0","Usual side of head for mobile phone use"
"536","X1150.2.0","X1150","2","0","Usual side of head for mobile phone use"
"537","X1160.0.0","X1160","0","0","Sleep duration"
"538","X1160.1.0","X1160","1","0","Sleep duration"
"539","X1160.2.0","X1160","2","0","Sleep duration"
"540","X1170.0.0","X1170","0","0","Getting up in morning"
"541","X1170.1.0","X1170","1","0","Getting up in morning"
"542","X1170.2.0","X1170","2","0","Getting up in morning"
"543","X1180.0.0","X1180","0","0","Morning/evening person (chronotype)"
"544","X1180.1.0","X1180","1","0","Morning/evening person (chronotype)"
"545","X1180.2.0","X1180","2","0","Morning/evening person (chronotype)"
"546","X1190.0.0","X1190","0","0","Nap during day"
"547","X1190.1.0","X1190","1","0","Nap during day"
"548","X1190.2.0","X1190","2","0","Nap during day"
"549","X1200.0.0","X1200","0","0","Sleeplessness / insomnia"
"550","X1200.1.0","X1200","1","0","Sleeplessness / insomnia"
"551","X1200.2.0","X1200","2","0","Sleeplessness / insomnia"
"552","X1210.0.0","X1210","0","0","Snoring"
"553","X1210.1.0","X1210","1","0","Snoring"
"554","X1210.2.0","X1210","2","0","Snoring"
"555","X1220.0.0","X1220","0","0","Daytime dozing / sleeping (narcolepsy)"
"556","X1220.1.0","X1220","1","0","Daytime dozing / sleeping (narcolepsy)"
"557","X1220.2.0","X1220","2","0","Daytime dozing / sleeping (narcolepsy)"
"558","X1239.0.0","X1239","0","0","Current tobacco smoking"
"559","X1239.1.0","X1239","1","0","Current tobacco smoking"
"560","X1239.2.0","X1239","2","0","Current tobacco smoking"
"561","X1249.0.0","X1249","0","0","Past tobacco smoking"
"562","X1249.1.0","X1249","1","0","Past tobacco smoking"
"563","X1249.2.0","X1249","2","0","Past tobacco smoking"
"564","X1259.0.0","X1259","0","0","Smoking/smokers in household"
"565","X1259.1.0","X1259","1","0","Smoking/smokers in household"
"566","X1259.2.0","X1259","2","0","Smoking/smokers in household"
"567","X1269.0.0","X1269","0","0","Exposure to tobacco smoke at home"
"568","X1269.1.0","X1269","1","0","Exposure to tobacco smoke at home"
"569","X1269.2.0","X1269","2","0","Exposure to tobacco smoke at home"
"570","X1279.0.0","X1279","0","0","Exposure to tobacco smoke outside home"
"571","X1279.1.0","X1279","1","0","Exposure to tobacco smoke outside home"
"572","X1279.2.0","X1279","2","0","Exposure to tobacco smoke outside home"
"573","X1289.0.0","X1289","0","0","Cooked vegetable intake"
"574","X1289.1.0","X1289","1","0","Cooked vegetable intake"
"575","X1289.2.0","X1289","2","0","Cooked vegetable intake"
"576","X1299.0.0","X1299","0","0","Salad / raw vegetable intake"
"577","X1299.1.0","X1299","1","0","Salad / raw vegetable intake"
"578","X1299.2.0","X1299","2","0","Salad / raw vegetable intake"
"579","X1309.0.0","X1309","0","0","Fresh fruit intake"
"580","X1309.1.0","X1309","1","0","Fresh fruit intake"
"581","X1309.2.0","X1309","2","0","Fresh fruit intake"
"582","X1319.0.0","X1319","0","0","Dried fruit intake"
"583","X1319.1.0","X1319","1","0","Dried fruit intake"
"584","X1319.2.0","X1319","2","0","Dried fruit intake"
"585","X1329.0.0","X1329","0","0","Oily fish intake"
"586","X1329.1.0","X1329","1","0","Oily fish intake"
"587","X1329.2.0","X1329","2","0","Oily fish intake"
"588","X1339.0.0","X1339","0","0","Non-oily fish intake"
"589","X1339.1.0","X1339","1","0","Non-oily fish intake"
"590","X1339.2.0","X1339","2","0","Non-oily fish intake"
"591","X1349.0.0","X1349","0","0","Processed meat intake"
"592","X1349.1.0","X1349","1","0","Processed meat intake"
"593","X1349.2.0","X1349","2","0","Processed meat intake"
"594","X1359.0.0","X1359","0","0","Poultry intake"
"595","X1359.1.0","X1359","1","0","Poultry intake"
"596","X1359.2.0","X1359","2","0","Poultry intake"
"597","X1369.0.0","X1369","0","0","Beef intake"
"598","X1369.1.0","X1369","1","0","Beef intake"
"599","X1369.2.0","X1369","2","0","Beef intake"
"600","X1379.0.0","X1379","0","0","Lamb/mutton intake"
"601","X1379.1.0","X1379","1","0","Lamb/mutton intake"
"602","X1379.2.0","X1379","2","0","Lamb/mutton intake"
"603","X1389.0.0","X1389","0","0","Pork intake"
"604","X1389.1.0","X1389","1","0","Pork intake"
"605","X1389.2.0","X1389","2","0","Pork intake"
"606","X1408.0.0","X1408","0","0","Cheese intake"
"607","X1408.1.0","X1408","1","0","Cheese intake"
"608","X1408.2.0","X1408","2","0","Cheese intake"
"609","X1418.0.0","X1418","0","0","Milk type used"
"610","X1418.1.0","X1418","1","0","Milk type used"
"611","X1418.2.0","X1418","2","0","Milk type used"
"612","X1428.0.0","X1428","0","0","Spread type"
"613","X1428.1.0","X1428","1","0","Spread type"
"614","X1428.2.0","X1428","2","0","Spread type"
"615","X1438.0.0","X1438","0","0","Bread intake"
"616","X1438.1.0","X1438","1","0","Bread intake"
"617","X1438.2.0","X1438","2","0","Bread intake"
"618","X1448.0.0","X1448","0","0","Bread type"
"619","X1448.1.0","X1448","1","0","Bread type"
"620","X1448.2.0","X1448","2","0","Bread type"
"621","X1458.0.0","X1458","0","0","Cereal intake"
"622","X1458.1.0","X1458","1","0","Cereal intake"
"623","X1458.2.0","X1458","2","0","Cereal intake"
"624","X1468.0.0","X1468","0","0","Cereal type"
"625","X1468.1.0","X1468","1","0","Cereal type"
"626","X1468.2.0","X1468","2","0","Cereal type"
"627","X1478.0.0","X1478","0","0","Salt added to food"
"628","X1478.1.0","X1478","1","0","Salt added to food"
"629","X1478.2.0","X1478","2","0","Salt added to food"
"630","X1488.0.0","X1488","0","0","Tea intake"
"631","X1488.1.0","X1488","1","0","Tea intake"
"632","X1488.2.0","X1488","2","0","Tea intake"
"633","X1498.0.0","X1498","0","0","Coffee intake"
"634","X1498.1.0","X1498","1","0","Coffee intake"
"635","X1498.2.0","X1498","2","0","Coffee intake"
"636","X1508.0.0","X1508","0","0","Coffee type"
"637","X1508.1.0","X1508","1","0","Coffee type"
"638","X1508.2.0","X1508","2","0","Coffee type"
"639","X1518.0.0","X1518","0","0","Hot drink temperature"
"640","X1518.1.0","X1518","1","0","Hot drink temperature"
"641","X1518.2.0","X1518","2","0","Hot drink temperature"
"642","X1528.0.0","X1528","0","0","Water intake"
"643","X1528.1.0","X1528","1","0","Water intake"
"644","X1528.2.0","X1528","2","0","Water intake"
"645","X1538.0.0","X1538","0","0","Major dietary changes in the last 5 years"
"646","X1538.1.0","X1538","1","0","Major dietary changes in the last 5 years"
"647","X1538.2.0","X1538","2","0","Major dietary changes in the last 5 years"
"648","X1548.0.0","X1548","0","0","Variation in diet"
"649","X1548.1.0","X1548","1","0","Variation in diet"
"650","X1548.2.0","X1548","2","0","Variation in diet"
"651","X1558.0.0","X1558","0","0","Alcohol intake frequency."
"652","X1558.1.0","X1558","1","0","Alcohol intake frequency."
"653","X1558.2.0","X1558","2","0","Alcohol intake frequency."
