Homo sapiens,Drosophila Melanogaster,Relations,ID
93,41772,n:1,596402
9941,41321,01:01,
6331,32619,n:1,
HUMAN20692,32619,n:1,
57599,36199,01:01,594100
3921,31106,01:01,947428
10289,38398,n:1,
9045,38983,01:01,
1499,31151,01:01,
22906,DROME01335,n:1,934522
92999,36170,01:01,
25994,36099,n:m,
25994,41359,n:m,928068
55129,32645,01:01,900272
285343,38692,1:m,949952
285343,31219,1:m,
115560,33535,n:1,
57456,7354428,01:01,
7047,34093,01:01,
51304,36757,01:01,846167
23016,36766,01:01,932454
23395,38581,01:01,531125
22908,38137,01:01,537428
4634,31474,n:1,
151903,43556,01:01,842370
23218,38505,n:1,
23276,41458,01:01,596439
22937,35529,01:01,913877
6599,41942,n:1,
10201,32396,01:01,961251
51372,5740834,1:m,
51372,50364,1:m,588413
5210,32938,n:1,
1951,36125,n:1,
51517,31729,01:01,945331
5576,36041,n:1,
788,33470,01:01,769018
10425,37542,01:01,538363
25915,37783,01:01,951209
3615,43873,n:1,
5859,45786,01:01,923941
3913,34068,n:1,595396
387,36775,01:01,564958
275,34474,n:1,792807
HUMAN20910,34474,n:1,
63891,41826,01:01,909078
HUMAN20918,40599,01:01,593686
84315,33689,01:01,589134
10181,33304,n:m,
10181,33305,n:m,937013
6405,246538,n:m,
6405,36846,n:m,
2771,38765,n:1,950679
7866,33489,n:1,905022
51364,39481,01:01,574770
10641,32677,01:01,859265
11070,33904,01:01,575437
51409,33902,01:01,
7867,44573,n:1,596372
1795,43404,n:1,
HUMAN20960,41983,01:01,916914
29890,35756,n:1,
9730,37462,01:01,943778
23132,37860,01:01,595120
2912,43838,n:1,
9136,3346176,01:01,868674
HUMAN20985,41274,1:m,931561
HUMAN20985,42728,1:m,
1849,40081,n:1,817839
25886,39502,n:1,595599
211,37815,n:1,
11344,41719,n:1,
80335,34153,01:01,593817
132158,33431,01:01,930732
64943,35984,n:1,
440957,50395,01:01,952271
55193,42954,01:01,923864
6787,32097,01:01,
91869,31489,01:01,914388
7086,40012,n:m,551719
7086,41027,n:m,
776,34950,n:1,594765
93973,32769,01:01,724419
55799,34951,n:m,
55799,36526,n:m,
201626,326158,01:01,944564
378,43823,01:01,
201627,31450,n:1,725343
2317,DROME15386,n:1,
54899,DROME04480,01:01,928388
5162,43437,01:01,551717
8309,37445,1:m,
8309,37446,1:m,
8618,49968,n:1,898186
80145,38033,01:01,911153
9861,42641,01:01,917581
56999,DROME15096,01:01,595280
115286,43101,01:01,769020
26018,36788,n:1,597061
8801,44001,01:01,845257
285203,33424,01:01,891311
9039,36539,01:01,702202
10550,DROME03219,n:1,
5067,40553,n:1,
2632,326264,01:01,796802
25978,38599,01:01,861122
285237,38031,01:01,
2042,43803,n:1,
200895,42003,n:1,
285220,43803,n:1,
84100,37236,01:01,
1371,44701,01:01,894113
55773,33289,01:01,893381
56954,41121,01:01,806493
9868,34618,01:01,593679
84873,43678,01:01,
54931,37124,01:01,
6152,34754,01:01,
55081,33579,01:01,589075
22989,35007,n:1,
HUMAN21266,32993,01:01,954150
HUMAN21286,35295,n:1,
29114,36468,n:m,
29114,38490,n:m,
64422,40044,01:01,960716
91653,31229,01:01,595518
55779,4379887,01:01,594958
80218,44724,01:01,897723
523,45012,1:m,810386
523,45668,1:m,
254887,DROME00552,01:01,
79691,39098,01:01,
55254,36562,n:1,
56983,326122,01:01,913040
51300,41720,01:01,924944
51365,33405,01:01,
2932,31248,01:01,593816
116064,31980,01:01,597432
3081,34552,01:01,934790
285282,32668,01:01,931688
2960,39313,01:01,914861
9515,32217,n:1,
HUMAN21370,41571,01:01,943071
6565,31341,01:01,
131076,40159,01:01,589676
3836,40160,n:1,
54437,37066,n:1,912168
10954,34750,01:01,859542
201562,34614,n:1,
8997,43974,n:1,
7372,42493,01:01,941016
84561,31082,01:01,834268
10840,35407,n:1,
79364,43924,n:1,
166012,326156,n:1,
5361,DROME18366,n:1,
4171,40973,01:01,860074
HUMAN21453,33905,n:1,
8607,53439,01:01,957905
60678,37444,01:01,754909
165721,36797,n:1,
7879,42841,01:01,
339122,38930,01:01,565026
100534599,40960,01:01,574147
7555,37646,n:1,594062
22820,43717,n:1,879051
56941,41083,01:01,931265
55764,38957,01:01,930914
23023,DROME13344,n:1,928059
30849,41096,01:01,959408
27032,DROME12758,01:01,712678
HUMAN21502,32523,01:01,962023
55,48445,n:1,810972
23317,35939,01:01,869417
79876,32094,01:01,702205
55573,37987,01:01,945005
11073,48309,01:01,893651
58477,47283,01:01,536479
6259,44355,1:m,811308
6259,35207,1:m,
25847,3885654,01:01,918635
2047,43803,n:1,
55167,33565,01:01,901716
10274,33974,n:1,
4690,DROME00180,n:1,
51163,38900,01:01,778915
83850,42929,n:1,
55179,36671,01:01,923479
5291,42446,n:1,707041
56945,43345,01:01,935224
9276,45757,01:01,593809
349565,42987,01:01,961584
64084,43824,n:1,
55186,33350,01:01,769023
92369,35478,01:01,935601
92370,33396,01:01,810971
HUMAN21589,39158,n:1,
9616,36246,01:01,920827
483,33952,n:m,
483,33953,n:m,
483,35408,n:m,
256356,38364,01:01,712420
54464,32935,01:01,827649
5357,32721,n:1,
23350,37381,01:01,594572
285195,33939,n:1,
5352,39265,n:1,576598
57047,DROME10557,n:1,840107
5359,DROME10557,n:1,
389158,38362,01:01,
1359,35754,01:01,586088
2992,37419,01:01,
51122,42184,01:01,952783
9819,34665,n:1,
27230,251645,n:1,
83939,40431,01:01,881908
HUMAN21661,33725,01:01,914111
116931,44830,n:1,
5912,37850,n:1,
170506,35339,01:01,
9197,39876,01:01,593702
8833,45830,01:01,770899
7881,31955,n:1,
6747,34314,01:01,939602
57018,31178,01:01,
79674,38785,01:01,947351
6474,35341,01:01,
85476,34004,01:01,593533
HUMAN21731,33685,1:m,594238
HUMAN21731,38808,1:m,
HUMAN21740,35349,n:1,756833
57560,35349,n:1,
10051,35001,01:01,593736
3840,41158,n:1,557177
51068,31195,01:01,957398
11235,41876,01:01,929064
7095,34333,01:01,881599
5584,47594,01:01,594689
57709,32986,01:01,834254
56648,37846,n:1,
23043,44030,n:1,596266
5337,35554,n:1,792402
64778,34987,n:1,
1894,38879,01:01,914593
79718,33212,n:1,594288
64393,38060,01:01,
55669,31581,n:1,
59345,32544,n:1,
86,36956,n:1,550403
57129,41141,01:01,950528
HUMAN21831,46260,01:01,953467
8975,38375,n:1,
339829,40595,01:01,594537
8087,37528,n:1,902064
131118,39294,01:01,746904
23200,32609,n:m,
23200,32610,n:m,712716
54165,39685,n:1,931040
56922,43750,01:01,947145
55486,36281,01:01,569378
8893,31156,01:01,593812
1857,32078,n:1,940435
1173,42642,01:01,590078
55324,40131,01:01,593559
10195,37754,01:01,898355
9718,33005,n:1,942906
5708,40174,01:01,576466
1981,43839,01:01,
1181,41428,n:1,923332
5437,40415,01:01,960265
8646,32498,01:01,891308
2049,43803,n:1,
64110,40860,n:1,
HUMAN21897,38735,01:01,940166
10644,32009,n:1,594624
6434,36619,n:1,
1608,35738,n:1,
51726,33220,01:01,593941
HUMAN21925,33835,n:1,593591
5984,32763,01:01,593849
116832,37849,n:1,
84239,317815,01:01,
4976,36578,01:01,932003
1370,39144,01:01,
55341,31097,01:01,931757
23527,42735,n:1,594493
HUMAN21987,5740467,1:m,
HUMAN21987,318737,1:m,
200931,40070,01:01,943948
HUMAN22005,38180,n:1,911020
255758,39668,1:m,
255758,41222,1:m,
26043,33719,01:01,795893
200933,36460,01:01,944384
22916,42166,01:01,594497
80235,19835548,01:01,
4241,39435,01:01,953201
1739,32083,n:1,
622,36293,01:01,
84859,35041,n:1,596264
6165,40654,01:01,819084
89782,49580,01:01,537344
54872,35685,01:01,539142
521,41745,01:01,934514
10336,48903,01:01,856641
2580,40527,n:1,597082
1609,42836,01:01,
3425,34544,01:01,878117
1487,41602,n:1,
HUMAN22091,326135,01:01,952431
92305,40555,01:01,923779
2261,42160,n:1,
7468,43351,n:1,536526
118,37230,n:1,932356
10227,42500,01:01,593690
8602,46201,01:01,960750
6002,42672,01:01,824466
4043,41205,01:01,923048
133060,33539,01:01,866400
166793,317867,01:01,
53407,42933,01:01,
55351,40560,n:1,
7466,42679,01:01,894075
55330,39219,01:01,773631
93624,40966,01:01,
80273,36508,01:01,912925
8310,33898,01:01,947023
1816,41726,01:01,
9948,39505,01:01,593682
57545,36982,01:01,
8842,DROME09107,n:1,
5860,39050,01:01,566507
64151,36440,01:01,
HUMAN22265,36746,n:1,
1665,35654,01:01,938761
51091,40681,01:01,954022
55300,40670,n:1,742979
29063,36623,01:01,903837
29945,31835,01:01,910007
3516,34881,01:01,802227
886,32864,n:1,597954
55296,33750,01:01,919330
5099,41302,01:01,
55276,35923,n:1,
81793,34235,01:01,598161
92689,41907,n:1,
HUMAN22328,31873,n:1,596590
57728,37245,01:01,929846
5981,40607,01:01,593853
6133,34526,01:01,947785
11019,40259,01:01,957891
7358,38760,01:01,957018
201895,37918,01:01,954507
3093,39133,01:01,593972
23244,36286,n:1,
HUMAN22348,33397,n:1,
55161,33859,01:01,807180
10463,36393,01:01,893207
10396,36488,n:1,712681
285525,34696,n:1,536567
60558,3771960,01:01,961986
132789,33783,n:1,
2560,32554,n:1,
57205,2768929,n:1,
152518,38518,01:01,594102
152519,34681,n:1,566073
HUMAN22380,36806,n:1,805915
7006,DROME01600,01:01,594786
285527,39122,n:1,802123
54940,37637,01:01,
6443,41525,01:01,941306
64854,42702,n:1,594064
81608,40569,01:01,
26511,43290,n:1,949847
3791,34127,n:1,
79644,34136,01:01,873336
55858,8674000,01:01,806603
55763,39940,01:01,945344
9662,39647,01:01,594557
132949,34175,01:01,594317
5471,38753,1:m,961235
5471,40935,1:m,
10606,32228,01:01,338228
6731,42439,01:01,800189
84273,37075,01:01,957616
5431,41721,01:01,959350
2044,43803,n:1,
7367,53583,n:m,
7367,53507,n:m,
7367,53502,n:m,
7367,42538,n:m,
7366,53583,n:m,
7366,53507,n:m,
7366,53502,n:m,
7366,42538,n:m,
7365,53583,n:m,
7365,53507,n:m,
7365,53502,n:m,
7365,42538,n:m,
79799,53513,n:m,
79799,37420,n:m,
79799,37421,n:m,780631
79799,53504,n:m,
10720,246614,1:m,
10720,53510,1:m,
54490,53583,n:m,
54490,53507,n:m,
54490,53502,n:m,
54490,42538,n:m,780667
7363,53513,n:m,
7363,37420,n:m,
7363,37421,n:m,
7363,53504,n:m,
574537,53513,n:m,
574537,37420,n:m,
574537,37421,n:m,
574537,53504,n:m,
27284,37742,01:01,
4589,39706,01:01,
57050,31447,01:01,946759
92597,42634,n:1,557623
285521,39044,01:01,914233
441024,47895,n:1,
9908,47998,n:1,594174
8615,31698,01:01,594010
5470,40224,01:01,829436
55153,35925,01:01,538081
53371,36360,01:01,594305
950,38252,01:01,
55752,42438,n:1,
HUMAN22575,DROME16748,n:1,
65008,40980,01:01,960454
152559,41784,01:01,752503
84779,39175,n:1,
2712,43913,n:1,
255119,33436,1:m,
255119,41619,1:m,574756
HUMAN22594,2768961,n:1,805120
3184,41666,n:1,
9987,41666,n:1,594932
58478,40630,01:01,901586
79966,41536,n:m,
79966,117369,n:m,
HUMAN22606,35877,n:1,896931
51138,35759,01:01,850321
27235,40988,01:01,948049
113510,38905,01:01,909290
51023,43609,01:01,951340
84803,37852,n:1,752177
4825,41697,01:01,
1040,43950,n:1,914929
23001,33819,01:01,724727
5602,44801,n:1,594978
4299,37063,01:01,
53343,39854,01:01,571878
8916,38151,01:01,
56916,34311,01:01,
8633,36703,n:1,878012
5161,31406,n:1,953423
5910,35609,01:01,836301
10098,33838,n:1,
1977,38743,n:m,
1977,38878,n:m,
1977,38923,n:m,
1977,45525,n:m,933369
23173,42943,01:01,958240
128,41311,01:01,874770
93587,33134,01:01,947117
4547,35362,01:01,929671
8649,35055,01:01,
3015,43229,n:1,
5530,32624,1:m,
5530,8674098,1:m,915383
4790,41087,01:01,944999
4126,40524,01:01,727831
7323,41785,n:1,593831
493856,43459,01:01,
1062,53561,01:01,595510
57117,43227,01:01,952313
79807,35150,01:01,932172
93627,31422,01:01,576585
HUMAN22764,35892,01:01,896154
9061,40167,n:1,947187
6164,41120,1:m,
6164,43169,1:m,871354
58505,33554,01:01,
64850,39530,01:01,918224
84570,7354466,01:01,
54433,37397,01:01,593881
79071,39860,01:01,742793
2028,41634,1:m,880796
2028,41635,1:m,
51574,44900,01:01,925982
817,43828,n:1,595138
7368,53583,n:m,
7368,53507,n:m,
7368,53502,n:m,
7368,42538,n:m,
64579,38736,n:1,
133022,31042,n:1,824306
9348,38736,n:1,
57721,34138,01:01,594385
9871,33409,n:1,
8654,35107,1:m,
8654,41760,1:m,
4085,38656,01:01,943047
84162,35026,01:01,934687
11162,32504,01:01,
166378,34680,01:01,
79633,33627,01:01,595119
27152,40246,01:01,952160
22824,39557,n:1,593726
10733,40384,01:01,
256471,38813,01:01,594916
80167,317860,01:01,803807
25819,41339,01:01,
80155,32934,n:1,743006
1047,32180,n:m,
1047,32620,n:m,
255520,40852,01:01,811065
23158,40361,n:1,597416
27309,43384,01:01,917496
8821,2768892,n:1,578620
84640,36361,n:1,594647
8467,36390,n:1,
10393,36975,01:01,558856
6059,39027,01:01,593723
4086,DROME00580,n:1,931334
11157,37372,01:01,885382
5458,47080,01:01,
55751,34327,01:01,886930
166614,3355134,n:1,595207
987,44531,n:1,905189
10586,31533,n:m,929543
10586,44127,n:m,
6189,43768,01:01,925410
5188,42861,01:01,870541
285533,32765,n:1,
5356,32168,01:01,593833
2983,43682,01:01,599086
51802,37566,n:m,
51802,43485,n:m,
51802,318213,n:m,
6999,32026,01:01,932484
2891,38742,n:m,
2891,44484,n:m,849306
59350,43098,n:1,596276
2110,36031,01:01,713386
5481,39121,01:01,593936
9693,33881,n:1,
92345,35125,01:01,
84076,40012,n:m,
84076,41027,n:m,551716
201931,42125,01:01,953148
11275,35084,n:1,596652
HUMAN23025,43913,n:1,
HUMAN23029,42945,n:1,
57630,36990,n:1,
1182,39759,n:1,923324
54969,40718,01:01,860421
442117,261610,n:m,771084
442117,38346,n:m,
HUMAN23051,32836,01:01,771077
3248,39812,01:01,566550
2823,40383,n:1,
60559,42885,01:01,813747
175,35989,1:m,937480
175,37211,1:m,
55714,40464,n:m,602506
55714,32183,n:m,
1635,40222,01:01,919675
80014,41783,n:1,
201965,35127,01:01,918646
836,42008,01:01,895944
2180,40056,n:1,
83891,31704,01:01,889207
285440,43663,01:01,905258
HUMAN23125,40191,n:1,597003
2483,40228,01:01,936090
6389,37228,01:01,818650
10016,3355106,01:01,594539
11336,37142,01:01,835098
11076,39813,n:1,
65980,34062,01:01,
9319,41013,01:01,594285
10723,37800,n:1,
81037,32267,01:01,916851
79888,31899,n:1,
4726,33744,01:01,
84246,39777,01:01,916643
54888,45064,01:01,759422
108,40180,n:1,595671
9037,37066,n:1,
134145,42519,01:01,880472
22948,36308,01:01,584366
10299,38300,01:01,785401
1611,36224,01:01,952070
1767,41171,01:01,574253
7204,43974,n:1,922810
90441,32770,01:01,951992
29102,35747,01:01,949187
55322,40083,01:01,944749
54545,32408,n:1,949595
51663,39764,01:01,
10923,34120,01:01,707445
6897,DROME02339,01:01,940939
23600,35337,01:01,918719
5810,33440,01:01,796000
55299,326206,01:01,937682
134218,37992,01:01,594203
64902,40492,01:01,918222
92255,41123,01:01,879469
133686,35918,01:01,911067
9631,34527,01:01,878241
55100,37768,01:01,929207
5734,39966,n:1,937569
5562,43904,n:1,
HUMAN23298,32446,01:01,
133558,53436,n:1,
345557,35295,n:1,933864
5019,38261,n:1,943442
3157,44154,01:01,856883
64417,38461,01:01,951446
10884,32530,01:01,941784
3670,35147,01:01,594965
53918,34286,01:01,949835
4724,32936,01:01,
23517,48782,01:01,937633
8611,35966,n:1,
115827,36127,n:1,564976
5144,DROME18988,n:1,
79993,40567,n:m,
79993,40943,n:m,742798
3796,32049,n:1,596142
27292,43429,01:01,933588
51194,36732,01:01,931019
10283,39331,01:01,595891
11174,31490,01:01,
23398,37926,01:01,593779
80006,34373,01:01,926147
54557,35052,n:1,
140890,34312,01:01,
891,32551,01:01,857069
1022,31441,01:01,593781
102157402,36379,01:01,952788
730394,40509,n:1,
8293,8674030,n:1,756898
6606,39844,n:1,
8293,8674030,n:1,
6606,39844,n:1,
2966,40509,n:1,589082
64087,59261,01:01,935231
3842,38721,n:1,
115548,261329,n:1,596545
HUMAN23490,31213,01:01,850371
84340,42670,01:01,593975
10412,34419,01:01,960842
3156,42803,01:01,283195
10087,38928,01:01,930720
1393,43614,01:01,
55109,36689,01:01,829762
HUMAN23527,43737,01:01,776038
8546,31381,n:1,
9522,32470,n:1,
10184,37991,01:01,901427
7060,DROME01243,n:1,
167555,34086,01:01,948505
1719,42003,n:1,926411
1160,41922,01:01,915884
23635,42177,n:1,
6228,36576,01:01,958452
153339,50363,01:01,914577
1350,50246,01:01,
5921,32569,01:01,597067
902,40429,01:01,931529
153396,39250,01:01,918505
4208,36032,n:1,942015
10622,39941,n:1,922507
57561,59141,01:01,
7025,41491,n:1,579108
83989,DROME14510,01:01,707909
79772,37165,n:1,708145
9652,35921,01:01,
1105,33505,n:1,593993
23262,33137,01:01,952249
4124,41126,n:1,730898
91137,35081,1:m,951057
91137,32564,1:m,
134430,41647,01:01,593677
6728,38815,01:01,924630
7905,36569,n:m,866054
7905,43115,n:m,
HUMAN23667,33677,01:01,600615
HUMAN23673,31456,n:1,
5229,33704,01:01,935726
56929,41816,n:1,929681
51014,32140,n:1,944158
1036,37139,01:01,532673
9140,39383,01:01,872196
1176,43943,n:1,
51397,32116,01:01,
285605,40873,01:01,935437
1657,31557,n:1,557574
25816,DROME08059,n:1,920100
3295,32582,01:01,566473
94033,32260,n:1,
6643,33560,n:1,
1456,49701,n:1,
HUMAN23723,40097,01:01,530731
51808,35926,01:01,
4001,33782,n:m,
4001,36615,n:m,
84466,38218,n:1,
6558,39410,n:1,834283
337876,32497,n:1,841231
3094,DROME00487,01:01,
56990,40685,01:01,901171
51735,33881,n:1,954334
23305,40056,n:1,593981
8974,43620,n:1,870301
10111,37564,01:01,593739
11127,38611,01:01,594623
23176,42438,n:1,
134548,39438,01:01,874706
27089,39950,01:01,540667
27125,37857,01:01,
54819,41940,01:01,595833
3308,39557,n:1,
7416,34500,n:1,
6500,31016,01:01,960562
7320,40610,n:1,
51128,42615,n:1,
10802,36025,01:01,593865
9879,32464,01:01,594059
7045,41455,01:01,
4090,DROME00580,n:1,
26249,35084,n:1,
27039,40116,n:m,
27039,31246,n:m,
HUMAN23855,43460,01:01,595989
8697,35315,01:01,593996
1958,31912,01:01,
2107,40240,01:01,960534
3313,36583,01:01,593534
1495,40517,n:1,
HUMAN23876,43034,01:01,555857
51247,41591,n:1,884015
9963,41259,n:1,
7322,41785,n:1,
5813,43797,n:1,897843
5201,33857,01:01,575396
4695,50178,01:01,934426
3550,41091,01:01,934926
54853,41419,01:01,938076
3035,32841,n:1,959043
23438,32841,n:1,
153527,38520,01:01,593826
56129,43033,n:1,
56128,43033,n:1,
57717,43033,n:1,
56125,43033,n:1,
56124,43033,n:1,
56122,43033,n:1,
83884,DROME20075,n:1,
1729,35340,n:1,
8841,44446,01:01,895759
89848,39052,n:1,
HUMAN23996,33783,n:1,956793
23092,32522,01:01,595277
81555,34696,n:1,
51520,326262,01:01,531129
54439,35235,n:1,
10915,40785,01:01,
5521,47877,n:1,912119
202374,40560,n:1,
3360,3885573,1:m,
3360,42652,1:m,
1452,32221,n:1,594729
6208,47218,1:m,915052
6208,47218,1:m,
3340,38736,n:1,
55696,40529,01:01,873049
51164,35709,01:01,940403
285641,34160,n:1,
153201,34160,n:1,
206358,34160,n:1,594290
2196,40191,n:1,
6678,43230,01:01,934205
HUMAN24110,326216,01:01,920681
10146,47998,n:1,
2741,41426,n:m,
2741,42350,n:m,
56923,41713,n:1,597453
2890,38742,n:m,
2890,44484,n:m,
10827,41907,n:1,897102
55568,261610,n:m,
55568,38346,n:m,
79685,32664,01:01,885626
10826,32300,01:01,735714
9337,39366,n:1,
HUMAN24132,32662,01:01,955848
285643,31240,n:1,
6444,31129,n:1,
9443,41288,01:01,898887
26999,41861,n:1,764673
HUMAN24147,3772109,n:m,
HUMAN24147,32561,n:m,
54974,34876,01:01,784635
1879,DROME06106,n:1,
134510,42726,01:01,559772
7265,41993,01:01,594507
10569,43427,01:01,588880
23120,2768929,n:1,712695
2561,32554,n:1,
57451,40464,n:m,
57451,32183,n:m,
23286,41783,n:1,891295
5917,32539,01:01,955044
79646,46234,n:1,
6586,36746,n:1,
1794,42817,n:1,
64901,118436,n:1,
23291,42504,n:1,
6793,37893,n:1,
92181,40647,n:1,
54492,41085,n:1,
51121,40060,n:1,
8992,38503,1:m,
8992,40389,1:m,862070
8992,42041,1:m,
662,40724,01:01,785381
94081,40552,n:1,958307
84321,40983,01:01,593920
51491,43735,01:01,934324
192286,32599,n:1,
1212,40221,n:1,943760
23197,35129,01:01,795891
114787,34530,01:01,
253314,38743,n:m,933370
253314,38878,n:m,
253314,38923,n:m,
253314,45525,n:m,
26262,33838,n:1,738165
90249,36703,n:1,
2264,42160,n:1,594792
27166,35969,01:01,841693
10960,42872,n:1,889483
HUMAN24317,40530,01:01,593992
54732,41177,n:m,
54732,318890,n:m,
11285,42991,01:01,933525
64777,37382,n:1,
55651,44005,01:01,956067
3182,41666,n:1,
80230,43277,n:1,597076
3187,41431,n:1,594706
821,32180,n:m,
821,32620,n:m,
11282,39608,n:1,899211
23061,40361,n:1,
255426,2768961,n:1,
9945,DROME12880,n:m,
9945,43373,n:m,
57472,DROME16748,n:1,944563
2324,34127,n:1,
4245,37323,01:01,928397
10399,34070,01:01,593698
55770,33563,01:01,896333
135458,40598,n:1,
2762,33716,01:01,593592
1992,35600,n:m,
1992,49808,n:m,
1992,49803,n:m,
5272,45041,01:01,
5269,35600,n:m,
5269,49808,n:m,
5269,49803,n:m,
670,42645,01:01,863389
7280,41124,n:1,
347733,41124,n:1,
26240,43347,n:1,
8899,38032,01:01,
10455,38100,01:01,
57128,31186,01:01,844980
10667,36547,01:01,953101
6239,31391,01:01,
HUMAN24472,326234,01:01,764712
83732,39309,01:01,593859
654,37778,n:1,
81567,32124,01:01,859554
9521,246507,01:01,
51000,39914,01:01,807135
55003,32463,01:01,594181
51522,37761,n:1,
81853,37761,n:1,
4739,38021,n:1,
100113407,36137,n:1,883028
51256,42869,01:01,928139
54438,33356,n:1,815823
10048,36102,n:1,557883
29116,37575,01:01,939574
9972,32630,01:01,595677
HUMAN24559,36718,01:01,595154
154141,36045,n:1,570962
1871,35381,n:1,
54901,36954,01:01,940991
7915,43092,01:01,530733
9856,38893,n:1,
55856,38323,1:m,874353
55856,38325,1:m,
55604,35715,n:1,943518
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,957744
221613,318855,n:m,
221613,318855,n:m,
221613,318855,n:m,
221613,3772346,n:m,
221613,3772346,n:m,
221613,3772346,n:m,
221613,318855,n:m,
221613,318855,n:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,
255626,3772299,1:m,731232
255626,3772299,1:m,
255626,3772299,1:m,
10050,3354861,n:m,
10050,35521,n:m,
10050,35745,n:m,
10050,37622,n:m,
10050,37623,n:m,
10050,37624,n:m,
10050,37626,n:m,
10050,43761,n:m,595446
6568,3354861,n:m,
6568,35521,n:m,
6568,35745,n:m,
6568,37622,n:m,
6568,37623,n:m,596282
6568,37624,n:m,
6568,37626,n:m,
6568,43761,n:m,
10786,3354861,n:m,
10786,35521,n:m,
10786,35745,n:m,
10786,37622,n:m,
10786,37623,n:m,
10786,37624,n:m,
10786,37626,n:m,
10786,43761,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,538854
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589000
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589001
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,538855
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,538856
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589002
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,
8334,318855,n:m,957731
