"","Gen","Ard","Arc"
"631","RRAGB","bone disorder","musculoskeletal/trauma"
"632","KRT24","bone disorder","musculoskeletal/trauma"
"633","FZD9","bone disorder","musculoskeletal/trauma"
"634","FZD5","bone disorder","musculoskeletal/trauma"
"635","RRAGC","bone disorder","musculoskeletal/trauma"
"636","WNT2","bone disorder","musculoskeletal/trauma"
"637","NRAS","bone disorder","musculoskeletal/trauma"
"638","CALB1","bone disorder","musculoskeletal/trauma"
"639","SERPINF1","bone disorder","musculoskeletal/trauma"
"640","TUBB4A","bone disorder","musculoskeletal/trauma"
"641","D1319","bone disorder","musculoskeletal/trauma"
"642","TUBA4A","bone disorder","musculoskeletal/trauma"
"643","TUBA1B","bone disorder","musculoskeletal/trauma"
"644","DLL1","bone disorder","musculoskeletal/trauma"
"645","APCDD1","bone disorder","musculoskeletal/trauma"
"646","FZD7","bone disorder","musculoskeletal/trauma"
"647","DKK2","bone disorder","musculoskeletal/trauma"
"648","EBAG9","bone disorder","musculoskeletal/trauma"
"649","KRT33B","bone disorder","musculoskeletal/trauma"
"650","FZD1","bone disorder","musculoskeletal/trauma"
"651","TUBB4B","bone disorder","musculoskeletal/trauma"
"652","KRT26","bone disorder","musculoskeletal/trauma"
"653","HumAge","bone disorder","musculoskeletal/trauma"
"654","PIK3CB","bone disorder","musculoskeletal/trauma"
"655","D1077","bone disorder","musculoskeletal/trauma"
"656","WNT4","bone disorder","musculoskeletal/trauma"
"657","MAPK11","bone disorder","musculoskeletal/trauma"
"658","TUBB2B","bone disorder","musculoskeletal/trauma"
"659","FGF20","bone disorder","musculoskeletal/trauma"
"660","KRT38","bone disorder","musculoskeletal/trauma"
"661","FGF17","bone disorder","musculoskeletal/trauma"
"662","RSPO3","bone disorder","musculoskeletal/trauma"
"663","D1536","bone disorder","musculoskeletal/trauma"
"664","KRT16","bone disorder","musculoskeletal/trauma"
"665","MTOR","bone disorder","musculoskeletal/trauma"
"666","MAPK12","bone disorder","musculoskeletal/trauma"
"667","WNT5A","bone disorder","musculoskeletal/trauma"
"668","WNT7A","bone disorder","musculoskeletal/trauma"
"669","SRC","bone disorder","musculoskeletal/trauma"
"670","WNT10B","bone disorder","musculoskeletal/trauma"
"671","GDF7","bone disorder","musculoskeletal/trauma"
"672","STAT1","bone disorder","musculoskeletal/trauma"
"673","FGF4","bone disorder","musculoskeletal/trauma"
"674","NCOA3","bone disorder","musculoskeletal/trauma"
"675","RPS6KA2","bone disorder","musculoskeletal/trauma"
"676","WNT7B","bone disorder","musculoskeletal/trauma"
"677","TUBB8","bone disorder","musculoskeletal/trauma"
"678","MAPK13","bone disorder","musculoskeletal/trauma"
"679","D1075","bone disorder","musculoskeletal/trauma"
"680","MAPK8","bone disorder","musculoskeletal/trauma"
"681","EFNB3","bone disorder","musculoskeletal/trauma"
"682","TUBA1C","bone disorder","musculoskeletal/trauma"
"683","DLL3","bone disorder","musculoskeletal/trauma"
"684","STAT5B","bone disorder","musculoskeletal/trauma"
"685","TUBB1","bone disorder","musculoskeletal/trauma"
"686","WNT5B","bone disorder","musculoskeletal/trauma"
"687","SLC8A2","bone disorder","musculoskeletal/trauma"
"688","WNT9A","bone disorder","musculoskeletal/trauma"
"689","TUBA3C","bone disorder","musculoskeletal/trauma"
"690","JAK1","bone disorder","musculoskeletal/trauma"
"691","D1245","bone disorder","musculoskeletal/trauma"
"692","ABL1","bone disorder","musculoskeletal/trauma"
"693","RSPO2","bone disorder","musculoskeletal/trauma"
"694","ATG13","bone disorder","musculoskeletal/trauma"
"695","RSPO1","bone disorder","musculoskeletal/trauma"
"696","RILP","bone disorder","musculoskeletal/trauma"
"697","EFNB2","bone disorder","musculoskeletal/trauma"
"698","WNT8B","bone disorder","musculoskeletal/trauma"
"699","BMP2","bone disorder","musculoskeletal/trauma"
"700","JUN","bone disorder","musculoskeletal/trauma"
"701","FZD4","bone disorder","musculoskeletal/trauma"
"702","FGF9","bone disorder","musculoskeletal/trauma"
"703","RPS6KB2","bone disorder","musculoskeletal/trauma"
"704","KRT33A","bone disorder","musculoskeletal/trauma"
"705","D1526","bone disorder","musculoskeletal/trauma"
"706","WNT6","bone disorder","musculoskeletal/trauma"
"707","MAPK3","bone disorder","musculoskeletal/trauma"
"708","BAMBI","bone disorder","musculoskeletal/trauma"
"709","WNT8A","bone disorder","musculoskeletal/trauma"
"710","SP1","bone disorder","musculoskeletal/trauma"
"711","CCND3","bone disorder","musculoskeletal/trauma"
"712","KRT15","bone disorder","musculoskeletal/trauma"
"713","KRT39","bone disorder","musculoskeletal/trauma"
"714","ModAge","bone disorder","musculoskeletal/trauma"
"715","LOC100653049","bone disorder","musculoskeletal/trauma"
"716","NGEF","bone disorder","musculoskeletal/trauma"
"717","D1249","bone disorder","musculoskeletal/trauma"
"718","GNAS","bone disorder","musculoskeletal/trauma"
"719","PPARD","bone disorder","musculoskeletal/trauma"
"720","RPS6KA3","bone disorder","musculoskeletal/trauma"
"721","WNT11","bone disorder","musculoskeletal/trauma"
"722","FZD2","bone disorder","musculoskeletal/trauma"
"723","KRT19","bone disorder","musculoskeletal/trauma"
"724","FZD6","bone disorder","musculoskeletal/trauma"
"725","KRT13","bone disorder","musculoskeletal/trauma"
"726","JAK3","bone disorder","musculoskeletal/trauma"
"727","WNT16","bone disorder","musculoskeletal/trauma"
"728","JAK2","bone disorder","musculoskeletal/trauma"
"729","TUBB","bone disorder","musculoskeletal/trauma"
"730","DVL1","bone disorder","musculoskeletal/trauma"
"731","TUBA1A","bone disorder","musculoskeletal/trauma"
"732","TUBA3E","bone disorder","musculoskeletal/trauma"
"733","RSPO4","bone disorder","musculoskeletal/trauma"
"734","JUND","bone disorder","musculoskeletal/trauma"
"735","KRT35","bone disorder","musculoskeletal/trauma"
"736","KRT34","bone disorder","musculoskeletal/trauma"
"737","EFNB1","bone disorder","musculoskeletal/trauma"
"738","AKT1","bone disorder","musculoskeletal/trauma"
"739","PGR","bone disorder","musculoskeletal/trauma"
"740","TUBA3D","bone disorder","musculoskeletal/trauma"
"741","BMP7","bone disorder","musculoskeletal/trauma"
"742","PLCG1","bone disorder","musculoskeletal/trauma"
"743","PIK3CD","bone disorder","musculoskeletal/trauma"
"744","TGFA","bone disorder","musculoskeletal/trauma"
"745","ATP2B2","bone disorder","musculoskeletal/trauma"
"746","TUBB6","bone disorder","musculoskeletal/trauma"
"747","TUBA8","bone disorder","musculoskeletal/trauma"
"748","KRT31","bone disorder","musculoskeletal/trauma"
"749","KRT17","bone disorder","musculoskeletal/trauma"
"750","MED1","bone disorder","musculoskeletal/trauma"
"751","ATP2B3","bone disorder","musculoskeletal/trauma"
"752","PIK3R3","bone disorder","musculoskeletal/trauma"
"753","FGF8","bone disorder","musculoskeletal/trauma"
"754","KRAS","bone disorder","musculoskeletal/trauma"
"755","D1321","bone disorder","musculoskeletal/trauma"
"756","AKT3","bone disorder","musculoskeletal/trauma"
"757","STAT3","bone disorder","musculoskeletal/trauma"
"758","TUBB2A","bone disorder","musculoskeletal/trauma"
"759","RHEB","bone disorder","musculoskeletal/trauma"
"760","APCDD1L","bone disorder","musculoskeletal/trauma"
"761","STAT5A","bone disorder","musculoskeletal/trauma"
"762","BMP8A","bone disorder","musculoskeletal/trauma"
"763","MAPK10","bone disorder","musculoskeletal/trauma"
"764","TUBAL3","bone disorder","musculoskeletal/trauma"
"765","FOS","bone disorder","musculoskeletal/trauma"
"766","TRPV5","bone disorder","musculoskeletal/trauma"
"767","NCOR1","bone disorder","musculoskeletal/trauma"
"768","BMP4","bone disorder","musculoskeletal/trauma"
"769","PRKACG","bone disorder","musculoskeletal/trauma"
"770","ATP2B1","bone disorder","musculoskeletal/trauma"
"771","NACA","bone disorder","musculoskeletal/trauma"
"772","DVL2","bone disorder","musculoskeletal/trauma"
"773","KRT14","bone disorder","musculoskeletal/trauma"
"774","FZD10","bone disorder","musculoskeletal/trauma"
"775","D1348","bone disorder","musculoskeletal/trauma"
"776","GHRH","bone disorder","musculoskeletal/trauma"
"777","RPS6KA6","bone disorder","musculoskeletal/trauma"
"778","GDF6","bone disorder","musculoskeletal/trauma"
"779","ULK1","bone disorder","musculoskeletal/trauma"
"780","FGF22","bone disorder","musculoskeletal/trauma"
"781","KRT12","bone disorder","musculoskeletal/trauma"
"782","SOST","bone disorder","musculoskeletal/trauma"
"783","PLCG2","bone disorder","musculoskeletal/trauma"
"784","MAP1LC3C","bowel problem","gastrointestinal/abdominal"
"785","PRKCA","bowel problem","gastrointestinal/abdominal"
"786","RRAS2","bowel problem","gastrointestinal/abdominal"
"787","PRNP","bowel problem","gastrointestinal/abdominal"
"788","PLCG2","bowel problem","gastrointestinal/abdominal"
"789","ModAge","bowel problem","gastrointestinal/abdominal"
"790","KRAS","bowel problem","gastrointestinal/abdominal"
"791","PRKACA","bowel problem","gastrointestinal/abdominal"
"792","D1251","bowel problem","gastrointestinal/abdominal"
"793","D1155","bowel problem","gastrointestinal/abdominal"
"794","MRVI1","bowel problem","gastrointestinal/abdominal"
"795","CALML5","bowel problem","gastrointestinal/abdominal"
"796","MAP1LC3B2","bowel problem","gastrointestinal/abdominal"
"797","MLNR","bowel problem","gastrointestinal/abdominal"
"798","CAMK2A","bowel problem","gastrointestinal/abdominal"
"799","ATXN3","bowel problem","gastrointestinal/abdominal"
"800","ANK3","bowel problem","gastrointestinal/abdominal"
"801","CALML3","bowel problem","gastrointestinal/abdominal"
"802","GABARAPL2","bowel problem","gastrointestinal/abdominal"
"803","ATXN3L","bowel problem","gastrointestinal/abdominal"
"804","CAMK2D","bowel problem","gastrointestinal/abdominal"
"805","GABARAPL1","bowel problem","gastrointestinal/abdominal"
"806","HOMER1","bowel problem","gastrointestinal/abdominal"
"807","PLCE1","bowel problem","gastrointestinal/abdominal"
"808","NOS1","bowel problem","gastrointestinal/abdominal"
"809","PRKCB","bowel problem","gastrointestinal/abdominal"
"810","CAMK2B","bowel problem","gastrointestinal/abdominal"
"811","MAP1LC3A","bowel problem","gastrointestinal/abdominal"
"812","PSEN2","bowel problem","gastrointestinal/abdominal"
"813","PLCB4","bowel problem","gastrointestinal/abdominal"
"814","PRKCG","bowel problem","gastrointestinal/abdominal"
"815","CALM1","bowel problem","gastrointestinal/abdominal"
"816","PLCB2","bowel problem","gastrointestinal/abdominal"
"817","CALM2","bowel problem","gastrointestinal/abdominal"
"818","PLCB1","bowel problem","gastrointestinal/abdominal"
"819","HTT","bowel problem","gastrointestinal/abdominal"
"820","CALML6","bowel problem","gastrointestinal/abdominal"
"821","D1245","bowel problem","gastrointestinal/abdominal"
"822","PRKACG","bowel problem","gastrointestinal/abdominal"
"823","PLCD1","bowel problem","gastrointestinal/abdominal"
"824","MRAS","bowel problem","gastrointestinal/abdominal"
"825","D1250","bowel problem","gastrointestinal/abdominal"
"826","PLCZ1","bowel problem","gastrointestinal/abdominal"
"827","D1249","bowel problem","gastrointestinal/abdominal"
"828","HOMER2","bowel problem","gastrointestinal/abdominal"
"829","ATXN2L","bowel problem","gastrointestinal/abdominal"
"830","PSEN1","bowel problem","gastrointestinal/abdominal"
"831","PLCG1","bowel problem","gastrointestinal/abdominal"
"832","HOMER3","bowel problem","gastrointestinal/abdominal"
"833","NRAS","bowel problem","gastrointestinal/abdominal"
"834","MAP1LC3B","bowel problem","gastrointestinal/abdominal"
"835","PLCB3","bowel problem","gastrointestinal/abdominal"
"836","D1075","bowel problem","gastrointestinal/abdominal"
"837","PLCD4","bowel problem","gastrointestinal/abdominal"
"838","GABARAP","bowel problem","gastrointestinal/abdominal"
"839","CALM3","bowel problem","gastrointestinal/abdominal"
"840","ANK1","bowel problem","gastrointestinal/abdominal"
"841","ATXN2","bowel problem","gastrointestinal/abdominal"
"842","CALML4","bowel problem","gastrointestinal/abdominal"
"843","RRAS","bowel problem","gastrointestinal/abdominal"
"844","PLCD3","bowel problem","gastrointestinal/abdominal"
"845","ANK2","bowel problem","gastrointestinal/abdominal"
"846","PRKACB","bowel problem","gastrointestinal/abdominal"
"847","D1524","bowel problem","gastrointestinal/abdominal"
"848","HRAS","bowel problem","gastrointestinal/abdominal"
"849","CAMK2G","bowel problem","gastrointestinal/abdominal"
"850","D1071","cardiovascular","cardiovascular"
"851","PLA2G4C","cardiovascular","cardiovascular"
"852","ADH6","cardiovascular","cardiovascular"
"853","ADRA1A","cardiovascular","cardiovascular"
"854","JMJD7-PLA2G4B","cardiovascular","cardiovascular"
"855","AGTR1","cardiovascular","cardiovascular"
"856","SLC25A6","cardiovascular","cardiovascular"
"857","DGKK","cardiovascular","cardiovascular"
"858","OR2B6","cardiovascular","cardiovascular"
"859","ARID1B","cardiovascular","cardiovascular"
"860","PNPLA6","cardiovascular","cardiovascular"
"861","ACER1","cardiovascular","cardiovascular"
"862","ADH7","cardiovascular","cardiovascular"
"863","CDKN2B","cardiovascular","cardiovascular"
"864","DGKA","cardiovascular","cardiovascular"
"865","SH2B1","cardiovascular","cardiovascular"
"866","AVPR1B","cardiovascular","cardiovascular"
"867","CALML6","cardiovascular","cardiovascular"
"868","PTGFR","cardiovascular","cardiovascular"
"869","OR9Q2","cardiovascular","cardiovascular"
"870","BDKRB1","cardiovascular","cardiovascular"
"871","DGKB","cardiovascular","cardiovascular"
"872","COMT","cardiovascular","cardiovascular"
"873","OR1S2","cardiovascular","cardiovascular"
"874","LHCGR","cardiovascular","cardiovascular"
"875","RPS6KA4","cardiovascular","cardiovascular"
"876","CYP19A1","cardiovascular","cardiovascular"
"877","RPS6KA5","cardiovascular","cardiovascular"
"878","DGKG","cardiovascular","cardiovascular"
"879","MYLK2","cardiovascular","cardiovascular"
"880","HSD11B1","cardiovascular","cardiovascular"
"881","GGT7","cardiovascular","cardiovascular"
"882","HSD11B1L","cardiovascular","cardiovascular"
"883","LOC105369274","cardiovascular","cardiovascular"
"884","SULT1E1","cardiovascular","cardiovascular"
"885","D1074","cardiovascular","cardiovascular"
"886","CYP2E1","cardiovascular","cardiovascular"
"887","D1075","cardiovascular","cardiovascular"
"888","CAMK1D","cardiovascular","cardiovascular"
"889","GSS","cardiovascular","cardiovascular"
"890","CAMK1G","cardiovascular","cardiovascular"
"891","DVL1","cardiovascular","cardiovascular"
"892","DGKQ","cardiovascular","cardiovascular"
"893","GSTO2","cardiovascular","cardiovascular"
"894","CREB3","cardiovascular","cardiovascular"
"895","STX1A","cardiovascular","cardiovascular"
"896","GNAO1","cardiovascular","cardiovascular"
"897","NCEH1","cardiovascular","cardiovascular"
"898","GLS","cardiovascular","cardiovascular"
"899","DGKZ","cardiovascular","cardiovascular"
"900","OR2D3","cardiovascular","cardiovascular"
"901","HPGDS","cardiovascular","cardiovascular"
"902","NOX4","cardiovascular","cardiovascular"
"903","MAPK14","cardiovascular","cardiovascular"
"904","CREB1","cardiovascular","cardiovascular"
"905","GSTA1","cardiovascular","cardiovascular"
"906","DGKE","cardiovascular","cardiovascular"
"907","ATIC","cardiovascular","cardiovascular"
"908","ADSL","cardiovascular","cardiovascular"
"909","DYNC2LI1","cardiovascular","cardiovascular"
"910","AQP2","cardiovascular","cardiovascular"
"911","OR11H6","cardiovascular","cardiovascular"
"912","LRP1","cardiovascular","cardiovascular"
"913","DGKD","cardiovascular","cardiovascular"
"914","GPR37","cardiovascular","cardiovascular"
