"","Gen","Ard","Arc"
"673","SYNPO","angina","cardiovascular"
"674","SLC12A5","angina","cardiovascular"
"675","FAM131B","angina","cardiovascular"
"676","HID1","angina","cardiovascular"
"677","VSTM2L","angina","cardiovascular"
"678","ENPP6","angina","cardiovascular"
"679","ETNPPL","angina","cardiovascular"
"680","EFCAB13-DT","angina","cardiovascular"
"681","PDE5A","angina","cardiovascular"
"682","PITPNM3","angina","cardiovascular"
"683","KCNN1","angina","cardiovascular"
"684","CBLN1","angina","cardiovascular"
"685","NCDN","angina","cardiovascular"
"686","ARHGDIG","angina","cardiovascular"
"687","VXN","angina","cardiovascular"
"688","NFASC","angina","cardiovascular"
"689","D1268","angina","cardiovascular"
"690","VWA5B2","angina","cardiovascular"
"691","FBXO2","angina","cardiovascular"
"692","STMN4","angina","cardiovascular"
"693","TGFA-IT1","angina","cardiovascular"
"694","PCDHGC5","angina","cardiovascular"
"695","SEPTIN4-AS1","angina","cardiovascular"
"696","SYT4","angina","cardiovascular"
"697","CPLX2","angina","cardiovascular"
"698","CSPG5","atrial fibrillation","cardiovascular"
"699","CDK5R2","atrial fibrillation","cardiovascular"
"700","CACNA1G","atrial fibrillation","cardiovascular"
"701","CLDN11","atrial fibrillation","cardiovascular"
"702","CAMK2B","atrial fibrillation","cardiovascular"
"703","USF1P1","atrial fibrillation","cardiovascular"
"704","KCNF1","atrial fibrillation","cardiovascular"
"705","SYT1","atrial fibrillation","cardiovascular"
"706","MAPK8IP1","atrial fibrillation","cardiovascular"
"707","SFR1P2","atrial fibrillation","cardiovascular"
"708","SYN2","atrial fibrillation","cardiovascular"
"709","CNTNAP4","atrial fibrillation","cardiovascular"
"710","NRSN1","atrial fibrillation","cardiovascular"
"711","SERPINI1","atrial fibrillation","cardiovascular"
"712","NKX2-2","atrial fibrillation","cardiovascular"
"713","LINC02549","atrial fibrillation","cardiovascular"
"714","KCNC1","atrial fibrillation","cardiovascular"
"715","UBE2M","atrial fibrillation","cardiovascular"
"716","D1112","atrial fibrillation","cardiovascular"
"717","EPB41L1","atrial fibrillation","cardiovascular"
"718","LINC01596","atrial fibrillation","cardiovascular"
"719","PRIMA1","atrial fibrillation","cardiovascular"
"720","FADS6","atrial fibrillation","cardiovascular"
"721","TUBB4A","atrial fibrillation","cardiovascular"
"722","STXBP1","atrial fibrillation","cardiovascular"
"723","MIR1260A","atrial fibrillation","cardiovascular"
"724","DTNA","atrial fibrillation","cardiovascular"
"725","ANKRD34C","atrial fibrillation","cardiovascular"
"726","UGT8","atrial fibrillation","cardiovascular"
"727","CRTAC1","atrial fibrillation","cardiovascular"
"728","SYT7","atrial fibrillation","cardiovascular"
"729","PEX5L","atrial fibrillation","cardiovascular"
"730","TIAM1","atrial fibrillation","cardiovascular"
"731","FA2H","atrial fibrillation","cardiovascular"
"732","LHFPL4","atrial fibrillation","cardiovascular"
"733","CICP17","atrial fibrillation","cardiovascular"
"734","SH3GL2","atrial fibrillation","cardiovascular"
"735","HSPA2","atrial fibrillation","cardiovascular"
"736","LMTK3","atrial fibrillation","cardiovascular"
"737","GOLGA7B","atrial fibrillation","cardiovascular"
"738","IL10RB-DT","atrial fibrillation","cardiovascular"
"739","GRM5-AS1","atrial fibrillation","cardiovascular"
"740","MOBP","atrial fibrillation","cardiovascular"
"741","ITIH5","atrial fibrillation","cardiovascular"
"742","SNORD57","atrial fibrillation","cardiovascular"
"743","MCF2L","atrial fibrillation","cardiovascular"
"744","GALNT13","atrial fibrillation","cardiovascular"
"745","FMN2","atrial fibrillation","cardiovascular"
"746","RPS12P5","atrial fibrillation","cardiovascular"
"747","D1532","atrial fibrillation","cardiovascular"
"748","KNDC1","atrial fibrillation","cardiovascular"
"749","PCDHGA2","atrial fibrillation","cardiovascular"
"750","NPM1P49","atrial fibrillation","cardiovascular"
"751","ERMN","atrial fibrillation","cardiovascular"
"752","PCDHGB6","atrial fibrillation","cardiovascular"
"753","DIRAS2","atrial fibrillation","cardiovascular"
"754","SYN1","atrial fibrillation","cardiovascular"
"755","GORAB-AS1","atrial fibrillation","cardiovascular"
"756","HCN2","atrial fibrillation","cardiovascular"
"757","PCDHGC5","atrial fibrillation","cardiovascular"
"758","TLCD3B","atrial fibrillation","cardiovascular"
"759","RGS8","atrial fibrillation","cardiovascular"
"760","CHGA","atrial fibrillation","cardiovascular"
"761","THY1","atrial fibrillation","cardiovascular"
"762","CHRNA4","atrial fibrillation","cardiovascular"
"763","GAD2","atrial fibrillation","cardiovascular"
"764","KCNK9","atrial fibrillation","cardiovascular"
"765","HSPA12A","atrial fibrillation","cardiovascular"
"766","ARNT2","atrial fibrillation","cardiovascular"
"767","B4GALNT1","atrial fibrillation","cardiovascular"
"768","CPLX2","atrial fibrillation","cardiovascular"
"769","ZIC4","atrial fibrillation","cardiovascular"
"770","LINC02679","atrial fibrillation","cardiovascular"
"771","FGF1","atrial fibrillation","cardiovascular"
"772","FRMPD3","atrial fibrillation","cardiovascular"
"773","CA10","atrial fibrillation","cardiovascular"
"774","PLP1","atrial fibrillation","cardiovascular"
"775","SYNPR","atrial fibrillation","cardiovascular"
"776","RGN","atrial fibrillation","cardiovascular"
"777","GPR37L1","atrial fibrillation","cardiovascular"
"778","DYNC1I1","atrial fibrillation","cardiovascular"
"779","CELF4","atrial fibrillation","cardiovascular"
"780","MAG","atrial fibrillation","cardiovascular"
"781","SLC9A3P3","atrial fibrillation","cardiovascular"
"782","D1071","atrial fibrillation","cardiovascular"
"783","LHX1-DT","atrial fibrillation","cardiovascular"
"784","MCHR2","atrial fibrillation","cardiovascular"
"785","MEGF11","atrial fibrillation","cardiovascular"
"786","TTYH1","atrial fibrillation","cardiovascular"
"787","SEPTIN4","atrial fibrillation","cardiovascular"
"788","DRP2","atrial fibrillation","cardiovascular"
"789","SMYD3-AS1","atrial fibrillation","cardiovascular"
"790","MAGEA7P","atrial fibrillation","cardiovascular"
"791","CKMT1B","atrial fibrillation","cardiovascular"
"792","ZP3P2","atrial fibrillation","cardiovascular"
"793","SMIM43","atrial fibrillation","cardiovascular"
"794","HCN1","atrial fibrillation","cardiovascular"
"795","RPH3A","atrial fibrillation","cardiovascular"
"796","RN7SL636P","atrial fibrillation","cardiovascular"
"797","RNU6-1217P","atrial fibrillation","cardiovascular"
"798","CRTAM","atrial fibrillation","cardiovascular"
"799","MAP3K9","atrial fibrillation","cardiovascular"
"800","APBB1","atrial fibrillation","cardiovascular"
"801","CELSR1P1","atrial fibrillation","cardiovascular"
"802","SLC25A23","atrial fibrillation","cardiovascular"
"803","DKK3","atrial fibrillation","cardiovascular"
"804","PCDHGC3","atrial fibrillation","cardiovascular"
"805","WASF3","atrial fibrillation","cardiovascular"
"806","GABRA1","atrial fibrillation","cardiovascular"
"807","CAMK2N2","atrial fibrillation","cardiovascular"
"808","FBXL16","atrial fibrillation","cardiovascular"
"809","EFHD1","atrial fibrillation","cardiovascular"
"810","CELF3","atrial fibrillation","cardiovascular"
"811","D1094","atrial fibrillation","cardiovascular"
"812","CADM2","atrial fibrillation","cardiovascular"
"813","SLC20A1P1","atrial fibrillation","cardiovascular"
"814","IL17D","atrial fibrillation","cardiovascular"
"815","TMEM178A","atrial fibrillation","cardiovascular"
"816","CHGB","atrial fibrillation","cardiovascular"
"817","RPL35AP7","atrial fibrillation","cardiovascular"
"818","CARNS1","atrial fibrillation","cardiovascular"
"819","PSMA1P1","atrial fibrillation","cardiovascular"
"820","PIANP","atrial fibrillation","cardiovascular"
"821","KIAA1549L","atrial fibrillation","cardiovascular"
"822","PFN3","atrial fibrillation","cardiovascular"
"823","PVALB","atrial fibrillation","cardiovascular"
"824","KRT18P36","atrial fibrillation","cardiovascular"
"825","UNC13A","atrial fibrillation","cardiovascular"
"826","PHLDB1","atrial fibrillation","cardiovascular"
"827","TSR3","atrial fibrillation","cardiovascular"
"828","PHF24","atrial fibrillation","cardiovascular"
"829","RIMS4","atrial fibrillation","cardiovascular"
"830","OFD1P13Y","atrial fibrillation","cardiovascular"
"831","SYNPO","atrial fibrillation","cardiovascular"
"832","RAB3A","atrial fibrillation","cardiovascular"
"833","MFSD4A","atrial fibrillation","cardiovascular"
"834","KCNIP2","atrial fibrillation","cardiovascular"
"835","KCNJ4","atrial fibrillation","cardiovascular"
"836","LINC02813","atrial fibrillation","cardiovascular"
"837","ZNF385B","atrial fibrillation","cardiovascular"
"838","PCDHGA8","atrial fibrillation","cardiovascular"
"839","ZP2","atrial fibrillation","cardiovascular"
"840","GFAP","atrial fibrillation","cardiovascular"
"841","LARP6","atrial fibrillation","cardiovascular"
"842","SLC45A1","atrial fibrillation","cardiovascular"
"843","KCNJ3","atrial fibrillation","cardiovascular"
"844","SLC6A7","atrial fibrillation","cardiovascular"
"845","STMN4","atrial fibrillation","cardiovascular"
"846","LGI3","atrial fibrillation","cardiovascular"
"847","GPRC5B","atrial fibrillation","cardiovascular"
"848","KCNV1","atrial fibrillation","cardiovascular"
"849","NEUROD2","atrial fibrillation","cardiovascular"
"850","PCDHGB1","atrial fibrillation","cardiovascular"
"851","KRTAP5-AS1","atrial fibrillation","cardiovascular"
"852","JPH3","atrial fibrillation","cardiovascular"
"853","SLC8A2","atrial fibrillation","cardiovascular"
"854","CA11","atrial fibrillation","cardiovascular"
"855","RASD2","atrial fibrillation","cardiovascular"
"856","ZNF816-ZNF321P","atrial fibrillation","cardiovascular"
"857","PREPL","atrial fibrillation","cardiovascular"
"858","CASQ2","atrial fibrillation","cardiovascular"
"859","TMEM145","atrial fibrillation","cardiovascular"
"860","ASTN2","atrial fibrillation","cardiovascular"
"861","ASIC2","atrial fibrillation","cardiovascular"
"862","PCDHGA9","atrial fibrillation","cardiovascular"
"863","ANO3","atrial fibrillation","cardiovascular"
"864","ADGRB2","atrial fibrillation","cardiovascular"
"865","B3GAT1","atrial fibrillation","cardiovascular"
"866","CTNND2","atrial fibrillation","cardiovascular"
"867","TMEM59L","atrial fibrillation","cardiovascular"
"868","SLC6A11","atrial fibrillation","cardiovascular"
"869","PTPRN","atrial fibrillation","cardiovascular"
"870","CNN2P1","atrial fibrillation","cardiovascular"
"871","CACNG2","atrial fibrillation","cardiovascular"
"872","RAPGEF5","atrial fibrillation","cardiovascular"
"873","RCAN2","atrial fibrillation","cardiovascular"
"874","STX1B","atrial fibrillation","cardiovascular"
"875","SLC30A3","atrial fibrillation","cardiovascular"
"876","MAPK4","atrial fibrillation","cardiovascular"
"877","RGS4","atrial fibrillation","cardiovascular"
"878","RBFOX3","atrial fibrillation","cardiovascular"
"879","LMAN1L","atrial fibrillation","cardiovascular"
"880","BSN","atrial fibrillation","cardiovascular"
"881","CHROMR","atrial fibrillation","cardiovascular"
"882","LINC01706","atrial fibrillation","cardiovascular"
"883","SYT12","atrial fibrillation","cardiovascular"
"884","CAMK2A","atrial fibrillation","cardiovascular"
"885","BCAS2P3","atrial fibrillation","cardiovascular"
"886","TEF","atrial fibrillation","cardiovascular"
"887","NACAD","atrial fibrillation","cardiovascular"
"888","THY1-AS1","atrial fibrillation","cardiovascular"
"889","BRSK1","atrial fibrillation","cardiovascular"
"890","ATP1B1","atrial fibrillation","cardiovascular"
"891","RTN1","atrial fibrillation","cardiovascular"
"892","REEP2","atrial fibrillation","cardiovascular"
"893","MRO","atrial fibrillation","cardiovascular"
"894","RAPGEF4","atrial fibrillation","cardiovascular"
"895","DLGAP1","atrial fibrillation","cardiovascular"
"896","ZIC4-AS1","atrial fibrillation","cardiovascular"
"897","CRHR1","atrial fibrillation","cardiovascular"
"898","SPARCL1","atrial fibrillation","cardiovascular"
"899","KIF5C","atrial fibrillation","cardiovascular"
"900","DUSP26","atrial fibrillation","cardiovascular"
"901","ENO2","atrial fibrillation","cardiovascular"
"902","CPE","atrial fibrillation","cardiovascular"
"903","ATP2B3","atrial fibrillation","cardiovascular"
"904","MIR1305","atrial fibrillation","cardiovascular"
"905","PCDHGA7","atrial fibrillation","cardiovascular"
"906","MIR124-1HG","atrial fibrillation","cardiovascular"
"907","NEFM","atrial fibrillation","cardiovascular"
"908","VSNL1","atrial fibrillation","cardiovascular"
"909","SLC39A12","atrial fibrillation","cardiovascular"
"910","FRRS1L","atrial fibrillation","cardiovascular"
"911","CACNA1A","atrial fibrillation","cardiovascular"
"912","FDPSP1","atrial fibrillation","cardiovascular"
"913","JPH4","atrial fibrillation","cardiovascular"
"914","NPTX1","atrial fibrillation","cardiovascular"
"915","HSPA12A-AS1","atrial fibrillation","cardiovascular"
"916","ABCG4","atrial fibrillation","cardiovascular"
"917","HID1","atrial fibrillation","cardiovascular"
"918","COBL","atrial fibrillation","cardiovascular"
"919","EXTL1","atrial fibrillation","cardiovascular"
"920","SVOP","atrial fibrillation","cardiovascular"
"921","SLC26A4-AS1","atrial fibrillation","cardiovascular"
"922","NYAP1","atrial fibrillation","cardiovascular"
"923","SNAP25","atrial fibrillation","cardiovascular"
"924","CREG2","atrial fibrillation","cardiovascular"
"925","KIF1A","atrial fibrillation","cardiovascular"
"926","PRKCG","atrial fibrillation","cardiovascular"
"927","KCNC2","atrial fibrillation","cardiovascular"
"928","MICU3","atrial fibrillation","cardiovascular"
"929","VSTM2A","atrial fibrillation","cardiovascular"
"930","CPNE6","atrial fibrillation","cardiovascular"
"931","SNPH","atrial fibrillation","cardiovascular"
"932","SYP","atrial fibrillation","cardiovascular"
"933","RASGRF1","atrial fibrillation","cardiovascular"
"934","SCN2B","atrial fibrillation","cardiovascular"
"935","DAB2IP","atrial fibrillation","cardiovascular"
"936","IGSF21","atrial fibrillation","cardiovascular"
"937","CDH22","atrial fibrillation","cardiovascular"
"938","LINC01657","atrial fibrillation","cardiovascular"
"939","ADORA1","atrial fibrillation","cardiovascular"
"940","CACNG8","atrial fibrillation","cardiovascular"
"941","D1536","atrial fibrillation","cardiovascular"
"942","LINC00507","atrial fibrillation","cardiovascular"
"943","ELFN2","atrial fibrillation","cardiovascular"
"944","PTPN5","atrial fibrillation","cardiovascular"
"945","KCNA1","atrial fibrillation","cardiovascular"
"946","RBFOX1","atrial fibrillation","cardiovascular"
"947","TYRO3","atrial fibrillation","cardiovascular"
"948","CYCSP12","atrial fibrillation","cardiovascular"
"949","PCDHGB7","atrial fibrillation","cardiovascular"
"950","SLC32A1","atrial fibrillation","cardiovascular"
"951","GLRB","atrial fibrillation","cardiovascular"
"952","NSG1","atrial fibrillation","cardiovascular"
"953","LINC01532","atrial fibrillation","cardiovascular"
"954","KIAA1755","atrial fibrillation","cardiovascular"
"955","FAM236D","atrial fibrillation","cardiovascular"
"956","SEPTIN4-AS1","atrial fibrillation","cardiovascular"
"957","NSG2","atrial fibrillation","cardiovascular"
"958","SCG3","atrial fibrillation","cardiovascular"
"959","ELAVL1","atrial fibrillation","cardiovascular"
"960","RNU4ATAC15P","atrial fibrillation","cardiovascular"
"961","TPPP","atrial fibrillation","cardiovascular"
"962","JTB","atrial fibrillation","cardiovascular"
"963","SNRPEP5","atrial fibrillation","cardiovascular"
"964","RIT2","atrial fibrillation","cardiovascular"
"965","PACSIN1","atrial fibrillation","cardiovascular"
"966","CNTFR","atrial fibrillation","cardiovascular"
"967","ELMOD1","atrial fibrillation","cardiovascular"
"968","LINC00370","atrial fibrillation","cardiovascular"
"969","DHFRP6","atrial fibrillation","cardiovascular"
"970","FAM13C","atrial fibrillation","cardiovascular"
"971","SRRM4","atrial fibrillation","cardiovascular"
