"Phenotype","Score","color_group","Label"
"GenAge.Hum",0.443499951,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.956697018,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.899797207,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.236674587,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.206191044,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.117227827,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.581186765,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.265379373,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.110939774,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.209094207,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.911603352,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.835510669,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.247246148,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.284064296,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.148062681,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.355372329,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.446035929,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.446035929,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.185556495,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.748500388,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.748500388,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.958181418,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.113815022,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.209657697,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.173355618,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.094896872,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.273747765,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.165781561,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.348666466,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.14074165,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.200098961,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",1,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.217535701,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.217535701,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.217535701,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.217535701,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.217535701,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.383030508,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.383030508,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.383030508,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.37301921,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.37301921,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.37301921,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.37301921,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.37301921,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.38135913,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.38135913,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.38135913,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.371835462,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.371835462,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.371835462,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.371835462,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.297714373,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.297714373,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.877077133,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.155122707,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.155122707,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.232243177,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.232243177,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.180593414,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.209348224,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.261640934,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.209826011,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.266858461,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.425823866,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.534644801,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.46807896,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.84298626,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.668857029,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.668857029,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.252889795,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.252889795,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.807338598,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.807338598,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.807338598,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.66666703,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.425064072,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.319388114,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.226887587,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.422045196,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.676395807,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.685117869,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.714975321,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.998547198,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.998547198,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.990661993,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.992456764,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.971784754,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.821761217,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.936334177,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.71507919,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.469298044,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.980955716,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.87842084,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.888055423,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.89095337,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.233421185,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.233421185,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.313422503,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.500729477,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.919065226,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.229137697,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.231158184,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.223981766,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.77280444,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.667080548,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.373344914,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.219488257,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.404793766,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.404793766,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.404793766,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.78954336,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.8556836,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.8556836,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.236976327,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.60922944,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.335997678,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.479833008,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.204373812,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.204373812,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.978503312,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.293398287,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.347803841,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.322806538,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.938409343,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.261748026,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.29190691,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.819181566,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.203442973,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
